datetime,pond,split,DO,temperature,pH,turbidity,ammonia,fish_weight,do_slope,risk_label,risk_name,target_risk_12h_ahead,target_risk_category_12h,target_DO_12h_ahead
2021-06-19 00:00:00,IoTPond2,TRAIN,5.612,24.875,8.4336,100.0,0.38,10.36,0.0,0,Low,0,Low,12.334
2021-06-19 00:30:00,IoTPond2,TRAIN,5.6245,24.8125,8.4336,100.0,0.38,10.36,0.0,0,Low,0,Low,11.4865
2021-06-19 01:00:00,IoTPond2,TRAIN,5.358,24.75,8.4291,100.0,0.38,10.36,-0.254,0,Low,1,Moderate,11.247
2021-06-19 01:30:00,IoTPond2,TRAIN,5.299,24.6875,8.4291,100.0,0.38,10.36,-0.3255,0,Low,0,Low,10.779
2021-06-19 02:00:00,IoTPond2,TRAIN,5.3875,24.6875,8.4291,100.0,0.38,10.36,0.0295,0,Low,0,Low,10.9805
2021-06-19 02:30:00,IoTPond2,TRAIN,5.231,24.625,8.4336,100.0,0.38,10.36,-0.068,0,Low,0,Low,10.8735
2021-06-19 03:00:00,IoTPond2,TRAIN,4.986,24.5625,8.4291,100.0,0.38,10.36,-0.4015,0,Low,0,Low,10.775
2021-06-19 03:30:00,IoTPond2,TRAIN,4.7835,24.5625,8.4291,100.0,0.38,10.36,-0.4475,0,Low,0,Low,10.5045
2021-06-19 04:00:00,IoTPond2,TRAIN,3.862,24.5,8.4291,100.0,0.38,10.36,-1.124,1,Moderate,0,Low,10.1085
2021-06-19 04:30:00,IoTPond2,TRAIN,5.054,24.5,8.4291,100.0,0.38,10.36,0.2705,0,Low,0,Low,10.105
2021-06-19 05:00:00,IoTPond2,TRAIN,4.7115,24.4375,8.4291,100.0,0.38,10.36,0.8495,0,Low,0,Low,9.785
2021-06-19 05:30:00,IoTPond2,TRAIN,4.259,24.4375,8.4246,100.0,0.38,10.36,-0.795,1,Moderate,0,Low,9.385
2021-06-19 06:00:00,IoTPond2,TRAIN,3.241,24.375,8.4246,100.0,0.38,10.36,-1.4705,1,Moderate,0,Low,10.569
2021-06-19 06:30:00,IoTPond2,TRAIN,4.158,24.375,8.4268,100.0,0.38,10.36,-0.101,0,Low,0,Low,10.584
2021-06-19 07:00:00,IoTPond2,TRAIN,3.7775,24.375,8.4246,100.0,0.38,10.36,0.5365,1,Moderate,0,Low,9.96
2021-06-19 07:30:00,IoTPond2,TRAIN,4.488,24.3125,8.42,100.0,0.38,10.36,0.33,0,Low,1,Moderate,9.701
2021-06-19 08:00:00,IoTPond2,TRAIN,4.124,24.3125,8.4155,100.0,0.38,10.36,0.3465,0,Low,0,Low,9.686
2021-06-19 08:30:00,IoTPond2,TRAIN,4.6145,24.375,8.411,100.0,0.38,10.36,0.1265,0,Low,0,Low,9.054
2021-06-19 09:00:00,IoTPond2,TRAIN,5.612,24.4375,8.4064,100.0,0.38,10.36,1.488,0,Low,0,Low,9.275
2021-06-19 09:30:00,IoTPond2,TRAIN,8.249,24.5625,8.4064,100.0,0.38,10.36,3.6345,0,Low,0,Low,9.092
2021-06-19 10:00:00,IoTPond2,TRAIN,11.1565,24.8125,8.3792,100.0,0.38,10.36,5.5445,0,Low,0,Low,9.069
2021-06-19 10:30:00,IoTPond2,TRAIN,11.457,25.0625,8.361,100.0,0.38,10.36,3.208,0,Low,0,Low,8.757
2021-06-19 11:00:00,IoTPond2,TRAIN,12.362,25.375,8.3565,100.0,0.38,10.36,1.2055,0,Low,0,Low,8.498
2021-06-19 11:30:00,IoTPond2,TRAIN,12.198,25.625,8.3656,100.0,0.38,10.36,0.741,0,Low,0,Low,8.338
2021-06-19 12:00:00,IoTPond2,TRAIN,12.334,25.875,8.361,100.0,0.38,10.36,-0.028,0,Low,0,Low,8.598
2021-06-19 12:30:00,IoTPond2,TRAIN,11.4865,26.0625,8.3746,100.0,0.38,10.36,-0.7115,0,Low,0,Low,8.946
2021-06-19 13:00:00,IoTPond2,TRAIN,11.247,26.1875,8.3792,100.0,0.38,10.36,-1.087,1,Moderate,0,Low,8.233
2021-06-19 13:30:00,IoTPond2,TRAIN,10.779,26.25,8.3882,100.0,0.38,10.36,-0.7075,0,Low,0,Low,8.2575
2021-06-19 14:00:00,IoTPond2,TRAIN,10.9805,26.25,8.3837,100.0,0.38,10.36,-0.2665,0,Low,0,Low,7.605
2021-06-19 14:30:00,IoTPond2,TRAIN,10.8735,26.3125,8.3837,100.0,0.38,10.36,0.0945,0,Low,1,Moderate,6.579
2021-06-19 15:00:00,IoTPond2,TRAIN,10.775,26.375,8.3882,100.0,0.38,10.36,-0.2055,0,Low,0,Low,7.04
2021-06-19 15:30:00,IoTPond2,TRAIN,10.5045,26.3125,8.3928,100.0,0.38,10.36,-0.369,0,Low,0,Low,6.84
2021-06-19 16:00:00,IoTPond2,TRAIN,10.1085,26.4375,8.3837,100.0,0.38,10.36,-0.6665,0,Low,1,Moderate,6.007
2021-06-19 16:30:00,IoTPond2,TRAIN,10.105,26.4375,8.3928,100.0,0.38,10.36,-0.3995,0,Low,0,Low,7.04
